Plant type,Species,Author,Journal,Year,Kingdom,Phylum,Angiosperm or Gymnosperm,Dicot or Monocot,Class,Order,Family,Accepted name,Growth form Raunkiaer,Growth form author
Herbaceous perennial,Helianthus tuberosus,Obergfel,MSc Thesis,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Helianthus tuberosus,Geophyte,
Herbaceous perennial,Heliconia acuminata,Bruna,Ecol,2003,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Zingiberales,Heliconiaceae,Heliconia acuminata,Geophyte,Rhyzome
Herbaceous perennial,Heliconia metallica,"Schleuning, Huaman, & Matthies",J Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Zingiberales,Heliconiaceae,Heliconia metallica,Geophyte,Rhyzome
Herbaceous perennial,Heracleum mantegazzianum,"Nehrbass, Winkler, Pergl, Perglova & Pysek",Pers Plant Ecol Evol Syst,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Heracleum mantegazzianum,Hemicryptophyte,Rosette
Herbaceous perennial,Herminium monorchis,"Wells, Rothery, Cox & Bamford",Bot J Lin Soc,1998,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Herminium monorchis,Geophyte,
Herbaceous perennial,Heteropogon contortus,O'Connor,J Appl Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Heteropogon contortus,Hemicryptophyte,Grass
Epiphyte,Heteropsis flexuosa,"Balcazar, Zuidema",,,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Araceae,Heteropsis flexuosa,Mesophanerophyte,Secondary hemiepiphyte
Epiphyte,Heteropsis macrophylla,"Balcazar, Zuidema",,,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Araceae,Heteropsis macrophylla,Mesophanerophyte,Secondary hemiepiphyte
Epiphyte,Heteropsis oblongifolia,"Balcazar, Zuidema",,,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Alismatales,Araceae,Heteropsis oblongifolia,Mesophanerophyte,Secondary hemiepiphyte
Herbaceous perennial,Hieracium floribundum,Thomas & Dale,Can J Bot,1975,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hieracium floribundum,Hemicryptophyte,Rosette
Herbaceous perennial,Hieracium lepidulum,"Wangen, Duncan, Hulme & Diez",Pop Biol conf,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
Herbaceous perennial,Hilaria mutica,Vega & Montaña,Plant Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Pleuraphis mutica,Hemicryptophyte,Tussock
Herbaceous perennial,Himantoglossum hircinum,"Pfeifer, Wiegand, Heinrich & Jetschke",J Appl Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Himantoglossum hircinum,Geophyte,Tuber
Herbaceous perennial,Himantoglossum hircinum 2,"Bullock, White, Prudhomme, Tansey, Perea & Hooftman", J Ecol ,2011,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Himantoglossum hircinum,Geophyte,Tuber
Annual,Holocarpha macradenia,"Satterthwaite, Holl, Hayes & Barber",Biol Cons,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Therophyte,
Annual,Hordeum murinum,"Tozer, Chapman, Quigley, Dowling, Cousens, Kearney & Sedcole",J Appl Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Therophyte,
Annual,Hordeum spontaneum,"Volis, Mendlinger & Ward",Bas & Appl Ecol,2003,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Hordeum spontaneum,Therophyte,
Herbaceous perennial,Horkelia congesta,"Kayne, Benfield",Ecol Appl,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,,
Herbaceous perennial,Hudsonia montana,"Gross, Lockwood, Frots & Morris",Cons Biol,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,Hudsonia montana,Chamaephyte,
Shrub,Hydrangea paniculata,"Hara, Kanno, Hirabuki & Takehara",J Veg Sci,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Cornales,Hydrangeaceae,Hydrangea paniculata,Nanophanerophyte,understory shrub
Herbaceous perennial,Hydrastis canadensis,Christensen & Gorchov,Plant Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Hydrastis canadensis,Geophyte,Rhizome
Herbaceous perennial,Hydrastis canadensis 2,Sinclair,PhD thesis,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,Hydrastis canadensis,Geophyte,Rhizome
Bryophyte,Hylocomium splendens,Okland,Oikos,2000,Plantae,Bryophyta,.,.,Bryopsida,Hypnales,Hylocomiaceae,Hylocomium splendens,Epiphyte,moss
Bryophyte,Hylocomium splendens 2,Okland,J Ecol,1995,Plantae,Bryophyta,.,.,Bryopsida,Hypnales,Hylocomiaceae,Hylocomium splendens,Epiphyte,moss
Herbaceous perennial,Hymenoxys herbacea,Campbell & Husband,Heredity,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Geophyte,Rhizome
Herbaceous perennial,Hyparrhenia diplandra,Garnier & Dajoz,J Ecol,2001,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Hemicryptophyte,Tussock
Herbaceous perennial,Hypericum cumulicola,"Quintana-Ascencio, Menges & Weekley",Cons Biol,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Theales,Clusiaceae,Hypericum cumulicola,Hemicryptophyte,
Annual,Hypochaeris glabra,Fone,J Ecol,1989,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hypochaeris glabra,Therophyte,Rosette
Herbaceous perennial,Hypochaeris radicata2,Fone,J Ecol,1989,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hypochaeris radicata,Hemicryptophyte,
Herbaceous perennial,Hypochaeris radicata,Jongejans & Kroon,J Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Hypochaeris radicata,Hemicryptophyte,Rosette
Annual,Impatiens capensis,"Steets, Knight & Ashman",Amer Nat,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Balsaminaceae,Impatiens capensis,Therophyte,Forb
Herbaceous perennial,Ipomoea leptophylla,Keeler,Amer Mid Nat,1991,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea leptophylla,Chamaephyte,Bushy
Herbaceous perennial,Ipomopsis aggregata,"Brody, Price & Waser",Oikos,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis aggregata,Hemicryptophyte,Rosette
Herbaceous perennial,Ipomopsis tenuituba,Campbell & Waser,Am Nat,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Solanales,Polemoniaceae,Ipomopsis tenuituba,Hemicryptophyte,
Palm,Iriartea deltoidea,Pinard,Biotrop,1993,Protista,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,Iriartea deltoidea,Phanaerophyte,Monopodial
Algae,Iridaea splendens,"Ang, de Wreede, Shaughnessy & Dyck",Hydrobiol,1990,Plantae,Rhodophyta,.,.,Rhodophyceae,Gigartinales,Gigartinaceae,Mazzaella splendens,,
Herbaceous perennial,Iris germanica,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",Unpublished ms (word),,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,,Geophyte,
Herbaceous perennial,Iris hexagona,"Pathikonda, Ackleh, Hasenstein & Mopper",Cons Biol,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,,,
Herbaceous perennial,Iris pseudacorus,"Pathikonda, Ackleh, Hasenstein & Mopper",Cons Biol,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Iridaceae,,,
Herbaceous perennial,Isatis tinctoria,Farah,Weed Sci,1988,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,Isatis tinctoria,Hemicryptophyte,Rosette
Herbaceous perennial,Ischnosiphon polyphyllus,"Nakazono, Bruna, & Mesquita",Forest Ecol & Manag,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Zingiberales,Marantaceae,Ischnosiphon polyphyllus,Helophyte,
Herbaceous perennial,Jacobaea vulgaris,"Dauer, McEvoy & Sickle",J Appl Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Jacobaea vulgaris,,
Tree,Juniperus procera,"Couralet, Sass-Klaassen, Sterck, Bekele & Zuidema",Forest Ecol & Manag,2005,Plantae,Pinophyta,Gymnosperm,.,Pinopsida,Pinales,Cupressaceae,Juniperus procera,Mesophanerophyte,Monopodial
Herbaceous perennial,Jurinea fontqueri,"Iriondo, Albert, Gimenez, Lozano & Escudero",,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
Tree,Khaya senegalensis,Gaoue & Ticktin,Cons Biol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Meliaceae,Khaya senegalensis,Macrophanerophyte,
Herbaceous perennial,Koeleria macrantha,Dalgleish,PhD thesis,2000,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,,
Tree,Koelreuteria bipinnata,Zeng,PhD thesis,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Sapindaceae,Koelreuteria bipinnata,Mesophanerophyte,
Herbaceous perennial,Kosteletzkya pentacarpos,"Pino, Pico & Roa",Bot J Lin Soc,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Malvaceae,,Geophyte,Rhizome
Herbaceous perennial,Kunkeliella subsucculenta,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Santalales,Santalaceae,,,
Liana,Laccosperma secundiflorum,"Kouassi, Barot, Gignoux & Bi",J Trop Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Laccosperma secundiflorum,Mesophanerophyte,Monopodial
Tree,Lacistema pubescens,"Fortini, Bruna, Zarin, Vasconcelos & Miranda",Oeco,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Lacistemaceae,,Phanaerophyte,Early short-lived pioneer species
Annual,Lactuca sativa,"Hooftman, Oostermeijer, Jacobs & Nijs",J Appl Ecol,2005,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
Annual,Lactuca serriola,"Prevey, Germino & Huntly",Ecol Appl,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
Herbaceous perennial,Lactuca virosa,Boorman & Fuller,New Phyto,1984,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Lactuca virosa,Hemicryptophyte,
Algae,Laminaria digitata,Chapman,Hydrobiol,1993,Plantae,Magnoliophyta,Angiosperm,Eudicot,Phaeophyceae,Laminariales,Laminariaceae,Laminaria digitata,,
Shrub,Larrea tridentata,Miller & Huenneke,Southw Nat,1996,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Zygophyllales,Zygophyllaceae,Larrea tridentata,Nanophanerophyte,
Herbaceous perennial,Laserpitium longiradium,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,,,
Herbaceous perennial,Lathyrus vernus,Ehrlen,Ecol,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Lathyrus vernus,Geophyte,No clone
Herbaceous perennial,Lathyrus vernus 2,Ehrlen,Ecol,1995,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Lathyrus vernus,Geophyte,No clone
Herbaceous perennial,Lepanthes eltoroensis,Tremblay,Biol J Linn Soc,2001,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Lepanthes eltoroensis,Epiphyte,Epiphyte
Herbaceous perennial,Lepanthes rubripetala,Tremblay,Biol J Linn Soc,2001,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,,Epiphyte,Epiphyte
Herbaceous perennial,Lepanthes rupestris,Tremblay,Biol J Linn Soc,2001,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,,,Lithophyte
Annual,Lepidium campestre,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,Therophyte,
Herbaceous perennial,Lepidium davisii,Bernatus,Final Report,1995,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,,
Annual,Lepidium papilliferum,"Meyer, Quinney & Weaver",AJB,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,Therophyte,
Palm,Lepidocaryum tenue,"Navarro, Galeano & Bernal",Trop Cons Sci,2011,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Lepidocaryum tenue,Nanophanerophyte,
Herbaceous perennial,Leptocoryphium lanatum,"Raventós, Acevedo & Segarra",Ecol Model,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Leptocoryphium lanatum,Hemicryptophyte,
Herbaceous perennial,Lespedeza cuneata,Schutzenhofer & Knight,Ecol Appl,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Lespedeza juncea sericea,Chamaephyte,
Herbaceous perennial,Lespedeza cuneata 2,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",Unpublished ms (word),,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,Chamaephyte,
Herbaceous perennial,Lesquerella ovalifolia,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Capparales,Brassicaceae,Lesquerella ovalifolia,Hemicryptophyte,Forb
Algae,Lessonia nigrescens,"Oppliger, Correa, Engelen, Tellier, Vieira, Faugeron, Valero, Gomez & Destombe",PLoS1,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Phaeophyceae,Laminariales,Lessoniaceae,,,
Herbaceous perennial,Liatris cylindracea,Kelly & Dyer,Popul Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Liatris cylindracea,Hemicryptophyte,
Herbaceous perennial,Liatris scariosa,"Bell, Bowles",,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
Tree,Licania heteromorpha,Fortini & Zarin,Forest Ecol & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Chrysobalanaceae,,Mesophanerophyte,
Tree,Licaria mahuba,Fortini & Zarin,Forest Ecol & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,,Mesophanerophyte,
Herbaceous perennial,Ligularia sibirica,Heinken-Smidova & Munzbergova,Fol Geobot,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,,
Herbaceous perennial,Limonium carolinianum,"Baltzer, Reekie, Hewlin, Taylor & Boates",Can J Bot,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium carolinianum,Helophyte,Basal Rosette
Herbaceous perennial,Limonium delicatulum,Hegazy,J Appl Ecol,1992,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,,Chamaephyte,
Herbaceous perennial,Limonium erectum,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,,,
Herbaceous perennial,Limonium geronense,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,,,
Herbaceous perennial,Limonium malacitanum,,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Plumbaginaceae,,Chamaephyte,
Herbaceous perennial,Linaria orbensis,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,,,
Shrub,Lindera benzoin,"Cipollini, Wallace-Senft & Whigham",J Ecol,1994,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,Lindera benzoin,Phanaerophyte,woody shrub; male and female flowers
Shrub,Lindera benzoin 2,Vejdani ,PhD thesis,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,Lindera benzoin,Nanophanerophyte,woody shrub; male and female flowers
Shrub,Lindera umbellata,"Hara, Kanno, Hirabuki & Takehara",J Veg Sci,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Laurales,Lauraceae,,Nanophanerophyte,understory shrub
Shrub,Linnaea borealis,Eriksson,J Veg Sci,1992,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Caprifoliaceae ,,,
Herbaceous perennial,Linum catharticum,Verkaar & Schenkeveld,New Phyto,1984,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Linaceae,Linum catharticum,Hemicryptophyte,
Herbaceous perennial,Linum flavum,Mumzbergova,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Linaceae,,,
Herbaceous perennial,Linum tenuifolium,Mumzbergova,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Linaceae,,,
Herbaceous perennial,Lithospermum ruderale,Bricker & Maron,Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Boraginaceae,Lithospermum ruderale Dougl. ex Lehm,,
Tree,Lithraea ternifolia,,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Anacardiaceae,,Mesophanerophyte,Monopodial
Herbaceous perennial,Lobelia boykinii,"Lacey, Royo, Bates & Herr",Cast,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Campanulaceae,,,
Herbaceous perennial,Lobularia maritima,"Pico, Kroon & Retana",Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,Lobularia maritima,Hemicryptophyte,Rosette
Palm,Lodoicea maldivica,"Rist, Kaiser-Bunbury, Fleischer-Dogley, Edwards, Bunbury & Ghazoul",Forest Ecol & Manag,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,,,
Herbaceous perennial,Lomatium bradshawii,Kaye & Pyke,Ecol,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Lomatium bradshawii,Chamaephyte,umbels
Herbaceous perennial,Lomatium bradshawii 2,"Kaye, Pendergrass, Finley & Kauffman",Ecol Appl,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Lomatium bradshawii,Chamaephyte,umbels
Herbaceous perennial,Lomatium cookii,Kaye & Pyke,Ecol,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Lomatium cookii,Chamaephyte,umbels
Shrub,Lonicera maackii,"Burns, Pardini, Schutzenhofer, Chung, Seidler & Knight",,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Caprifoliaceae ,,Chamaephyte,
Herbaceous perennial,Lotus arinagensis,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Herbaceous perennial,Lotus corniculatus,"Emery, Beuselinck & English",New Phyto,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Lotus corniculatus,Hydrophyte,
Shrub,Lupinus arboreus,Kauffman & Maron,Amer Nat,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Lupinus arboreus,Nanophanerophyte,Shrub
Herbaceous perennial,Lupinus lepidus,Bishop,PhD thesis,1996,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Lupinus lepidus,Chamaephyte,
Herbaceous perennial,Lupinus tidestromii,Dangremond & Knight,Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Lupinus tidestromii,Chamaephyte,
Herbaceous perennial,Lythrum salicaria,Lacroix,PhD thesis,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Lythraceae,Lythrum salicaria,Helophyte,
Liana,Machaerium cuspidatum,Nabe-Nielsen,J Trop Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Machaerium cuspidatum,Macrophanerophyte,Liana
Algae,Macrocystis pyrifera,"Nyman, Brown, Neushul & Keogh",J Appl Phyco,1990,Plantae,Magnoliophyta,Angiosperm,Eudicot,Phaeophyceae,Laminariales,Laminariaceae,Macrocystis pyrifera,,
Tree,Magnolia dealbata,Sanchez-Velasquez & Pineda-Lopez,Popul Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia dealbata,Mesophanerophyte,
Shrub,Magnolia salicifolia,"Hara, Kanno, Hirabuki & Takehara",J Veg Sci,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia salicifolia,Mesophanerophyte,understory shrub
Annual,Malacothrix indecora,"Levine, McEachern & Cowan",J Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,Malacothrix indecora,Therophyte,Forb
Succulent,Mammillaria crucigera,Contreras & Valverde,J Arid Env,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Chamaephyte,Globular
Succulent,Mammillaria dixanthocentron,Ureta & Martorell,Biol Cons,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Chamaephyte,
Succulent,Mammillaria gaumeri,"Ferrer, Duran, Mendez, Dorantes & Dzib",Bol Soc Bot Mex,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Chamaephyte,
Succulent,Mammillaria hernandezii,Ureta & Martorell,Biol Cons,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Chamaephyte,
Succulent,Mammillaria huitzilopochtli,"Flores-Martinez, Manzanero-Medina, Golubov, Montana & Mandujano",Plant Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Chamaephyte,
Succulent,Mammillaria magnimamma,"Valverde, Quijas, Lopez-Villavicencio & Castillo",Plant Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Chamaephyte,Globular
Succulent,Mammillaria pectinifera,Valverde & Zavala-Hurtado,J Arid Env,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Chamaephyte,Solitary globose
Tree,Manglietia fordiana,"Chien, Zuidema & Nghia",Popul Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia fordiana,Mesophanerophyte,
Tree,Manilkara zapota,"Cruz-Rodriguez, Lopez-Mata & Valverde",J Trop Ecol,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Sapotaceae,Manilkara zapota,Mesophanerophyte,Monopodial
Palm,Mauritaria flexuosa,"Holm, Miller & Cropper",Biotrop,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,,Macrophanerophyte,Monopodial
Tree,Melaleuca quinquenervia,"Sevillano (Lucero), Horvitz",PhD defense facebook,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,,Macrophanerophyte,
Tree,Melaleuca viridiﬂora,Crowley,Aust Ecol,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Myrtaceae,,Mesophanerophyte,Monopodial
Annual,Melampyrum pratense,Ramula,Bas & Appl Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Scrophulariaceae,,Therophyte,Root hemiparasite
Shrub,Miconia albicans,Hoffmann,Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Melastomataceae,,Nanophanerophyte,shrub
Herbaceous perennial,Miconia calvescens,"Hester, Brooks, Cacho & Panetta",Weed Research,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Melastomataceae,,,
Shrub,Miconia prasina,"Pascarella, Alde & Zimmerman",Biotrop,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Melastomataceae,Miconia prasina,Nanophanerophyte,small tree with hermaphroditic flowers
Tree,Microberlinia bisulcata,Norghauer & Newbery,Ecol Mong,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,Mesophanerophyte,tree
Annual,Microstegium vimineum,"Nord, Mortensen & Rauschert",ESA poster,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Microstegium vimineum,Therophyte,
